vehicle_id,timestamp,station_id,station_type,cycle_time,queue_length,throughput,torque,temperature,vibration,part_quality,operator_variation,sensor_coverage,inspection_result,defect
V00282,2026-01-05 13:26:33.672359,S18,Paint,99.45,2.81,38.07,101.9,59.06,,0.938,-0.096,PARTIAL,,False
V00282,2026-01-05 13:28:13.124312,S19,Paint,102.4,2.36,33.6,,,,0.94,0.139,MANUAL,,False
V00282,2026-01-05 13:29:55.522472,S20,Paint,89.92,2.29,43.64,100.25,59.5,,0.947,-0.014,HIGH,PASS,False
V00282,2026-01-05 13:31:25.443162,S21,Final Assembly,73.33,1.12,52.94,,,,0.866,0.16,MANUAL,,False
V00282,2026-01-05 13:32:38.773772,S22,Final Assembly,73.82,1.98,49.56,103.26,24.44,0.555,0.939,-0.056,HIGH,PASS,False
V00282,2026-01-05 13:33:52.590173,S23,Final Assembly,76.48,3.02,47.96,,,,0.966,0.036,MANUAL,,False
V00282,2026-01-05 13:35:09.071511,S24,Final Assembly,80.26,2.49,45.91,,24.03,,0.937,0.003,PARTIAL,,False
V00282,2026-01-05 13:36:29.332429,S25,Final Assembly,65.38,3.44,53.61,,,,0.934,0.04,MANUAL,,False
V00282,2026-01-05 13:37:34.708626,S26,Final Assembly,67.32,3.61,54.39,,,,0.96,0.134,MANUAL,,False
V00282,2026-01-05 13:38:42.033565,S27,Final Assembly,70.76,2.81,50.04,99.5,,0.659,0.897,0.083,PARTIAL,,False
V00282,2026-01-05 13:39:52.796807,S28,Final Assembly,74.16,2.04,48.45,,,,0.946,0.22,MANUAL,,False
V00282,2026-01-05 13:41:06.959507,S29,Final Assembly,76.57,2.17,46.33,,,,0.921,0.103,MANUAL,,False
V00282,2026-01-05 13:42:23.526576,S30,Final Assembly,59.57,1.13,54.66,98.46,23.78,0.507,0.916,0.042,HIGH,PASS,False
V00283,2026-01-05 13:04:30.000000,S01,Body Construction,72.72,2.77,45.57,103.45,23.39,0.559,0.907,0.012,HIGH,,False
V00283,2026-01-05 13:05:42.717129,S02,Body Construction,70.28,2.76,47.45,100.81,25.37,0.531,0.97,-0.015,HIGH,,False
V00283,2026-01-05 13:06:53.001895,S03,Body Construction,81.93,3.3,47.85,93.02,22.29,0.466,0.91,0.02,HIGH,,False
V00283,2026-01-05 13:08:14.934123,S04,Body Construction,81.57,1.45,44.67,95.23,23.6,,0.939,0.014,PARTIAL,,False
V00283,2026-01-05 13:09:36.501617,S05,Body Construction,67.59,2.23,51.62,96.42,24.59,0.562,0.961,0.005,HIGH,,False
V00283,2026-01-05 13:10:44.092896,S06,Body Construction,77.76,2.4,48.73,98.47,22.83,0.571,0.92,0.021,HIGH,,False
V00283,2026-01-05 13:12:01.851672,S07,Body Construction,84.55,2.84,46.02,99.79,,0.634,0.916,-0.075,PARTIAL,,False
V00283,2026-01-05 13:13:26.406371,S08,Body Construction,90.88,8.18,33.04,104.44,,,0.877,0.03,PARTIAL,,False
V00283,2026-01-05 13:14:57.291256,S09,Body Construction,90.04,0.99,40.45,98.82,23.86,0.722,0.904,-0.006,HIGH,,False
V00283,2026-01-05 13:16:27.332161,S10,Body Construction,65.89,1.4,50.3,91.91,24.05,0.559,0.895,-0.022,HIGH,PASS,False
V00283,2026-01-05 13:17:33.220450,S11,Paint,91.72,3.29,39.76,98.09,59.4,0.589,0.904,0.01,HIGH,,False
V00283,2026-01-05 13:19:04.941856,S12,Paint,88.79,3.77,37.31,,59.49,0.564,0.884,0.028,PARTIAL,,False
V00283,2026-01-05 13:20:33.730254,S13,Paint,101.4,1.4,37.64,101.51,,,0.892,0.061,PARTIAL,,False
V00283,2026-01-05 13:22:15.127035,S14,Paint,98.47,3.4,34.98,,,,0.922,-0.079,MANUAL,,False
V00283,2026-01-05 13:23:53.597043,S15,Paint,89.09,2.9,44.0,93.87,59.82,0.551,0.878,-0.004,HIGH,,False
V00283,2026-01-05 13:25:22.687720,S16,Paint,94.2,3.25,40.86,,,0.601,0.947,0.008,PARTIAL,,False
V00283,2026-01-05 13:26:56.889459,S17,Paint,93.99,3.97,41.05,100.45,60.48,0.645,0.961,0.012,HIGH,,False
V00283,2026-01-05 13:28:30.881971,S18,Paint,101.5,3.33,35.56,101.22,59.9,,0.92,0.014,PARTIAL,,False
V00283,2026-01-05 13:30:12.380442,S19,Paint,109.23,2.66,37.21,,,,0.893,-0.125,MANUAL,,False
V00283,2026-01-05 13:32:01.614691,S20,Paint,94.16,2.89,44.24,105.11,61.51,0.473,0.884,0.016,HIGH,PASS,False
V00283,2026-01-05 13:33:35.777006,S21,Final Assembly,70.45,3.22,51.66,,,,1.0,-0.164,MANUAL,,False
V00283,2026-01-05 13:34:46.230381,S22,Final Assembly,77.9,2.69,51.52,95.94,23.66,0.485,0.978,-0.002,HIGH,PASS,False
V00283,2026-01-05 13:36:04.126836,S23,Final Assembly,82.09,2.97,48.93,,,,0.872,-0.065,MANUAL,,False
V00283,2026-01-05 13:37:26.214349,S24,Final Assembly,81.39,3.89,47.8,,26.08,,0.952,0.015,PARTIAL,,False
V00283,2026-01-05 13:38:47.607799,S25,Final Assembly,64.18,2.89,55.9,,,,0.873,-0.088,MANUAL,,False
V00283,2026-01-05 13:39:51.785577,S26,Final Assembly,71.11,2.8,54.58,,,,0.909,0.135,MANUAL,,False
V00283,2026-01-05 13:41:02.895407,S27,Final Assembly,74.99,3.06,50.75,98.22,,0.608,0.913,-0.022,PARTIAL,,False
V00283,2026-01-05 13:42:17.884018,S28,Final Assembly,66.08,1.69,52.53,,,,0.93,0.007,MANUAL,,False
V00283,2026-01-05 13:43:23.965155,S29,Final Assembly,74.26,2.5,45.68,,,,0.948,-0.057,MANUAL,,False
V00283,2026-01-05 13:44:38.224080,S30,Final Assembly,62.76,3.07,55.57,100.49,22.93,0.399,0.919,-0.006,HIGH,PASS,False
V00284,2026-01-05 13:06:00.000000,S01,Body Construction,76.89,1.86,49.58,102.13,24.52,0.522,0.917,-0.038,HIGH,,False
V00284,2026-01-05 13:07:16.892294,S02,Body Construction,71.69,2.83,45.07,103.64,21.88,0.446,0.84,-0.051,HIGH,,False
V00284,2026-01-05 13:08:28.579818,S03,Body Construction,79.47,0.75,43.5,100.34,24.6,0.523,0.928,0.017,HIGH,,False
V00284,2026-01-05 13:09:48.050895,S04,Body Construction,86.46,2.05,44.57,91.05,25.72,,0.95,0.014,PARTIAL,,False
V00284,2026-01-05 13:11:14.512897,S05,Body Construction,67.35,2.36,50.72,97.26,22.95,0.399,0.91,0.002,HIGH,,False
V00284,2026-01-05 13:12:21.859997,S06,Body Construction,71.33,1.64,53.11,98.03,24.3,0.529,1.0,0.01,HIGH,,False
V00284,2026-01-05 13:13:33.187683,S07,Body Construction,85.6,1.68,46.26,98.74,,0.435,0.951,-0.02,PARTIAL,,False
V00284,2026-01-05 13:14:58.792411,S08,Body Construction,99.61,6.25,30.45,113.44,,,0.892,-0.016,PARTIAL,,False
V00284,2026-01-05 13:16:38.398514,S09,Body Construction,93.92,4.22,41.95,95.6,23.68,0.459,0.93,0.058,HIGH,,False
V00284,2026-01-05 13:18:12.320212,S10,Body Construction,70.62,3.32,50.26,102.86,23.5,0.365,0.994,-0.046,HIGH,PASS,False
V00284,2026-01-05 13:19:22.943427,S11,Paint,98.71,3.54,40.46,104.74,61.64,0.357,0.983,-0.002,HIGH,,False
V00284,2026-01-05 13:21:01.655234,S12,Paint,88.79,2.14,39.01,,60.0,0.529,0.962,0.071,PARTIAL,,False
V00284,2026-01-05 13:22:30.442341,S13,Paint,103.74,4.22,36.82,97.6,,,0.92,0.041,PARTIAL,,False
V00284,2026-01-05 13:24:14.178546,S14,Paint,108.34,2.92,36.8,,,,0.858,-0.134,MANUAL,,False
V00284,2026-01-05 13:26:02.514366,S15,Paint,77.22,2.83,42.65,96.76,60.01,,0.932,-0.023,HIGH,,False
V00284,2026-01-05 13:27:19.738493,S16,Paint,84.88,1.98,40.43,,,0.523,0.922,-0.119,PARTIAL,,False
V00284,2026-01-05 13:28:44.616230,S17,Paint,92.72,2.22,40.01,103.74,59.34,0.589,0.885,-0.001,HIGH,,False
V00284,2026-01-05 13:30:17.336713,S18,Paint,91.69,3.48,39.03,97.3,59.19,,0.963,-0.046,PARTIAL,,False
V00284,2026-01-05 13:31:49.026415,S19,Paint,106.57,3.1,38.45,,,,0.901,-0.112,MANUAL,,False
V00284,2026-01-05 13:33:35.595839,S20,Paint,82.55,3.62,42.03,94.96,60.85,0.661,0.896,-0.019,HIGH,PASS,False
V00284,2026-01-05 13:34:58.149404,S21,Final Assembly,71.34,3.33,53.18,,,,0.888,-0.111,MANUAL,,False
V00284,2026-01-05 13:36:09.489076,S22,Final Assembly,64.08,3.42,52.51,93.15,23.05,0.591,0.933,0.046,HIGH,PASS,False
V00284,2026-01-05 13:37:13.573246,S23,Final Assembly,68.05,1.91,47.32,,,,0.94,-0.163,MANUAL,,False
V00284,2026-01-05 13:38:21.624508,S24,Final Assembly,76.07,1.16,47.43,,24.89,,0.971,-0.071,PARTIAL,,False
V00284,2026-01-05 13:39:37.697985,S25,Final Assembly,75.28,1.43,56.62,,,,0.889,-0.001,MANUAL,,False
V00284,2026-01-05 13:40:52.975759,S26,Final Assembly,71.23,2.89,53.03,,,,0.939,-0.166,MANUAL,,False
V00284,2026-01-05 13:42:04.207233,S27,Final Assembly,70.75,2.33,50.44,100.54,,0.438,0.921,0.05,PARTIAL,,False
V00284,2026-01-05 13:43:14.960059,S28,Final Assembly,73.43,2.28,45.22,,,,0.839,0.014,MANUAL,,False
V00284,2026-01-05 13:44:28.388821,S29,Final Assembly,75.05,2.91,47.52,,,,0.944,0.021,MANUAL,,False
V00284,2026-01-05 13:45:43.439984,S30,Final Assembly,64.35,2.71,56.25,101.02,26.55,0.653,0.897,-0.0,HIGH,PASS,False
V00285,2026-01-05 13:07:30.000000,S01,Body Construction,69.12,1.01,53.27,93.49,23.01,0.457,0.962,0.001,HIGH,,False
V00285,2026-01-05 13:08:39.116811,S02,Body Construction,69.56,0.0,48.06,103.19,23.23,0.473,0.908,-0.019,HIGH,,False
V00285,2026-01-05 13:09:48.680915,S03,Body Construction,80.79,1.63,43.26,104.46,24.78,0.63,0.921,-0.006,HIGH,,False
V00285,2026-01-05 13:11:09.474277,S04,Body Construction,76.66,2.68,41.85,101.88,22.41,,0.851,-0.08,PARTIAL,,False
V00285,2026-01-05 13:12:26.136979,S05,Body Construction,69.86,2.57,49.32,104.21,23.53,0.513,0.977,0.046,HIGH,,False
V00285,2026-01-05 13:13:35.992559,S06,Body Construction,70.74,1.33,49.08,99.88,24.59,0.5,0.975,0.023,HIGH,,False
V00285,2026-01-05 13:14:46.731954,S07,Body Construction,80.44,2.44,49.38,97.19,,0.468,0.907,-0.022,PARTIAL,,False
V00285,2026-01-05 13:16:07.175086,S08,Body Construction,98.52,8.15,32.72,109.53,,,0.92,-0.08,PARTIAL,,False
V00285,2026-01-05 13:17:45.694940,S09,Body Construction,70.04,2.48,38.43,101.37,24.03,0.217,0.913,0.016,HIGH,,False
V00285,2026-01-05 13:18:55.732627,S10,Body Construction,75.25,2.93,49.58,105.9,24.01,0.349,0.91,-0.023,HIGH,PASS,False
V00285,2026-01-05 13:20:10.979183,S11,Paint,85.08,5.45,38.49,105.33,60.65,0.531,0.95,0.005,HIGH,,False
V00285,2026-01-05 13:21:36.056461,S12,Paint,90.2,3.23,39.3,,57.91,0.406,0.949,-0.028,PARTIAL,,False
V00285,2026-01-05 13:23:06.253348,S13,Paint,95.37,0.79,35.56,92.0,,,0.962,0.076,PARTIAL,,False
V00285,2026-01-05 13:24:41.624017,S14,Paint,109.32,3.28,35.85,,,,0.881,-0.18,MANUAL,,False
V00285,2026-01-05 13:26:30.942081,S15,Paint,72.64,2.79,41.49,94.85,59.32,0.39,0.934,0.022,HIGH,,False
V00285,2026-01-05 13:27:43.581437,S16,Paint,86.39,3.87,39.51,,,0.444,0.961,0.074,PARTIAL,,False
V00285,2026-01-05 13:29:09.970850,S17,Paint,92.09,2.54,41.15,105.45,60.57,0.56,0.94,-0.004,HIGH,,False
V00285,2026-01-05 13:30:42.063765,S18,Paint,86.21,1.93,37.87,104.05,58.68,,0.945,-0.114,PARTIAL,,False
V00285,2026-01-05 13:32:08.273644,S19,Paint,110.09,3.69,34.51,,,,0.882,-0.012,MANUAL,,False
V00285,2026-01-05 13:33:58.366936,S20,Paint,79.66,3.77,42.23,94.58,59.43,0.468,0.864,-0.035,HIGH,PASS,False
V00285,2026-01-05 13:35:18.027333,S21,Final Assembly,73.15,2.07,53.06,,,,0.938,-0.046,MANUAL,,False
V00285,2026-01-05 13:36:31.177160,S22,Final Assembly,66.09,3.14,46.54,97.71,23.13,0.487,0.879,0.016,HIGH,FAIL,True
V00285,2026-01-05 13:37:37.262322,S23,Final Assembly,69.91,2.82,48.86,,,,0.962,0.073,MANUAL,,False
V00285,2026-01-05 13:38:47.170563,S24,Final Assembly,82.91,1.91,47.01,,22.12,,0.943,0.072,PARTIAL,,False
V00285,2026-01-05 13:40:10.083821,S25,Final Assembly,65.18,2.35,54.29,,,,0.934,-0.071,MANUAL,,False
V00285,2026-01-05 13:41:15.264237,S26,Final Assembly,69.42,2.39,50.03,,,,0.87,0.109,MANUAL,,False
V00285,2026-01-05 13:42:24.680934,S27,Final Assembly,72.74,1.72,49.43,102.21,,0.35,0.854,-0.049,PARTIAL,,False
V00285,2026-01-05 13:43:37.424892,S28,Final Assembly,70.27,1.6,50.7,,,,0.929,0.141,MANUAL,,False
V00285,2026-01-05 13:44:47.697124,S29,Final Assembly,76.44,2.81,45.81,,,,1.0,-0.054,MANUAL,,False
V00285,2026-01-05 13:46:04.138137,S30,Final Assembly,69.66,3.25,54.15,100.19,22.34,0.475,0.896,-0.007,HIGH,PASS,False
V00286,2026-01-05 13:09:00.000000,S01,Body Construction,72.77,1.52,47.74,97.01,24.02,0.602,0.924,-0.001,HIGH,,False
V00286,2026-01-05 13:10:12.770382,S02,Body Construction,74.73,1.7,47.7,101.47,25.66,0.63,0.992,-0.034,HIGH,,False
V00286,2026-01-05 13:11:27.504286,S03,Body Construction,84.69,2.07,45.71,96.9,21.35,0.556,0.922,-0.016,HIGH,,False
V00286,2026-01-05 13:12:52.190777,S04,Body Construction,88.57,2.01,42.69,104.23,23.84,,0.901,0.03,PARTIAL,,False
V00286,2026-01-05 13:14:20.759512,S05,Body Construction,70.87,2.0,50.67,94.44,22.06,0.344,0.869,-0.009,HIGH,,False
V00286,2026-01-05 13:15:31.624512,S06,Body Construction,70.79,1.15,51.09,101.39,22.22,0.542,0.969,0.012,HIGH,,False
V00286,2026-01-05 13:16:42.412508,S07,Body Construction,73.95,1.77,47.84,102.87,,0.596,0.942,0.012,PARTIAL,,False
V00286,2026-01-05 13:17:56.357799,S08,Body Construction,97.11,8.17,31.76,100.07,,,1.0,0.004,PARTIAL,,False
V00286,2026-01-05 13:19:33.471408,S09,Body Construction,82.95,4.06,42.04,102.47,23.92,0.432,0.948,0.014,HIGH,,False
V00286,2026-01-05 13:20:56.425071,S10,Body Construction,72.97,2.87,49.39,105.3,24.15,0.367,0.89,0.007,HIGH,PASS,False
V00286,2026-01-05 13:22:09.392266,S11,Paint,86.31,2.84,40.2,101.03,61.23,0.598,0.941,-0.006,HIGH,,False
V00286,2026-01-05 13:23:35.703096,S12,Paint,97.25,3.05,38.52,,61.67,0.36,0.895,-0.028,PARTIAL,,False
V00286,2026-01-05 13:25:12.950906,S13,Paint,95.37,2.43,38.52,106.53,,,0.885,-0.013,PARTIAL,,False
V00286,2026-01-05 13:26:48.319391,S14,Paint,104.29,3.52,36.24,,,,0.947,0.165,MANUAL,,False
V00286,2026-01-05 13:28:32.611641,S15,Paint,86.66,2.31,40.81,,59.51,0.441,0.898,0.004,HIGH,,False
V00286,2026-01-05 13:29:59.267815,S16,Paint,83.45,1.73,41.04,,,0.552,0.938,0.035,PARTIAL,,False
V00286,2026-01-05 13:31:22.713083,S17,Paint,102.42,3.26,39.35,95.57,59.83,0.634,0.949,-0.015,HIGH,,False
V00286,2026-01-05 13:33:05.132459,S18,Paint,99.14,2.11,37.88,98.96,58.78,,0.834,-0.026,PARTIAL,,False
V00286,2026-01-05 13:34:44.275117,S19,Paint,96.35,2.41,31.96,,,,0.966,0.029,MANUAL,,False
V00286,2026-01-05 13:36:20.626433,S20,Paint,86.93,3.21,43.04,95.79,58.99,0.566,0.896,-0.009,HIGH,PASS,False
V00286,2026-01-05 13:37:47.556917,S21,Final Assembly,68.67,2.99,53.91,,,,0.916,-0.081,MANUAL,,False
V00286,2026-01-05 13:38:56.226367,S22,Final Assembly,75.06,2.33,52.54,99.81,23.15,0.497,0.966,-0.004,HIGH,PASS,False
V00286,2026-01-05 13:40:11.288850,S23,Final Assembly,81.18,1.53,47.28,,,,0.912,0.085,MANUAL,,False
V00286,2026-01-05 13:41:32.472713,S24,Final Assembly,71.19,0.9,43.78,,22.71,,0.927,0.002,PARTIAL,,False
V00286,2026-01-05 13:42:43.660486,S25,Final Assembly,68.57,1.07,56.44,,,,0.955,0.083,MANUAL,,False
V00286,2026-01-05 13:43:52.234633,S26,Final Assembly,67.62,2.15,53.64,,,,1.0,0.084,MANUAL,,False
V00286,2026-01-05 13:44:59.853389,S27,Final Assembly,72.75,2.14,50.69,103.03,,0.327,0.913,0.037,PARTIAL,,False
V00286,2026-01-05 13:46:12.602240,S28,Final Assembly,68.11,3.62,48.91,,,,0.9,-0.093,MANUAL,,False
V00286,2026-01-05 13:47:20.708217,S29,Final Assembly,78.85,1.71,44.62,,,,0.91,0.099,MANUAL,,False
V00286,2026-01-05 13:48:39.558324,S30,Final Assembly,66.5,2.85,56.0,94.17,25.08,0.271,0.848,-0.036,HIGH,PASS,False
V00287,2026-01-05 13:10:30.000000,S01,Body Construction,72.69,0.87,49.89,104.66,22.18,0.446,0.947,0.001,HIGH,,False
V00287,2026-01-05 13:11:42.692259,S02,Body Construction,78.86,1.69,47.68,106.1,23.86,0.534,1.0,0.022,HIGH,,False
V00287,2026-01-05 13:13:01.553247,S03,Body Construction,78.98,1.54,47.26,102.96,23.56,0.43,0.867,0.012,HIGH,,False
V00287,2026-01-05 13:14:20.537220,S04,Body Construction,72.55,2.92,41.87,93.82,25.02,,0.956,0.013,PARTIAL,,False
V00287,2026-01-05 13:15:33.089051,S05,Body Construction,72.42,3.17,50.17,94.99,25.51,0.455,0.928,-0.013,HIGH,,False
V00287,2026-01-05 13:16:45.504368,S06,Body Construction,69.56,2.52,50.0,102.09,24.9,0.65,0.851,-0.022,HIGH,,False
V00287,2026-01-05 13:17:55.060477,S07,Body Construction,79.95,0.94,46.63,97.35,,0.389,0.995,0.033,PARTIAL,,False
V00287,2026-01-05 13:19:15.009825,S08,Body Construction,103.08,7.44,33.3,95.11,,,0.91,-0.103,PARTIAL,,False
V00287,2026-01-05 13:20:58.087960,S09,Body Construction,76.42,1.92,41.87,97.02,24.71,0.485,0.967,-0.003,HIGH,,False
V00287,2026-01-05 13:22:14.508815,S10,Body Construction,77.0,4.31,49.91,98.76,25.25,0.585,0.853,0.016,HIGH,PASS,False
V00287,2026-01-05 13:23:31.505858,S11,Paint,90.36,3.25,39.23,90.91,59.64,0.484,0.927,0.007,HIGH,,False
V00287,2026-01-05 13:25:01.869779,S12,Paint,88.3,1.86,39.83,,61.02,0.398,0.938,0.013,PARTIAL,,False
V00287,2026-01-05 13:26:30.170507,S13,Paint,93.2,3.38,35.65,99.77,,,0.974,-0.004,PARTIAL,,False
V00287,2026-01-05 13:28:03.373420,S14,Paint,101.42,2.77,35.53,,,,0.92,-0.098,MANUAL,,False
V00287,2026-01-05 13:29:44.794989,S15,Paint,76.04,3.78,44.15,97.84,60.6,0.498,0.884,0.014,HIGH,,False
V00287,2026-01-05 13:31:00.836137,S16,Paint,95.87,4.1,41.04,,,0.559,0.916,0.004,PARTIAL,,False
V00287,2026-01-05 13:32:36.701309,S17,Paint,89.92,1.74,39.4,103.37,60.07,0.365,0.938,-0.02,HIGH,,False
V00287,2026-01-05 13:34:06.624327,S18,Paint,96.09,3.78,37.42,97.25,60.82,,0.983,0.006,PARTIAL,,False
V00287,2026-01-05 13:35:42.709878,S19,Paint,94.72,1.79,35.29,,,,0.829,0.008,MANUAL,,False
V00287,2026-01-05 13:37:17.428108,S20,Paint,81.31,3.07,43.88,103.55,61.59,0.637,0.991,-0.018,HIGH,PASS,False
V00287,2026-01-05 13:38:38.734832,S21,Final Assembly,71.13,2.51,54.58,,,,0.86,0.319,MANUAL,,False
V00287,2026-01-05 13:39:49.862192,S22,Final Assembly,66.39,3.01,49.09,96.98,22.8,0.587,1.0,0.0,HIGH,PASS,False
V00287,2026-01-05 13:40:56.253104,S23,Final Assembly,69.36,1.83,48.8,,,,0.923,-0.004,MANUAL,,False
V00287,2026-01-05 13:42:05.612216,S24,Final Assembly,75.34,2.5,46.06,,26.72,,0.953,-0.01,PARTIAL,,False
V00287,2026-01-05 13:43:20.952672,S25,Final Assembly,59.25,1.42,55.1,,,,1.0,0.035,MANUAL,,False
V00287,2026-01-05 13:44:20.198693,S26,Final Assembly,66.2,2.2,54.09,,,,0.872,0.104,MANUAL,,False
V00287,2026-01-05 13:45:26.397105,S27,Final Assembly,66.37,3.1,49.8,105.79,,0.416,1.0,0.028,PARTIAL,,False
V00287,2026-01-05 13:46:32.768916,S28,Final Assembly,77.21,1.42,47.16,,,,0.862,0.03,MANUAL,,False
V00287,2026-01-05 13:47:49.976966,S29,Final Assembly,72.84,3.07,46.9,,,,0.978,0.169,MANUAL,,False
V00287,2026-01-05 13:49:02.816481,S30,Final Assembly,70.0,0.64,56.38,,23.7,0.466,0.914,-0.018,HIGH,PASS,False
V00288,2026-01-05 13:12:00.000000,S01,Body Construction,71.32,2.11,51.53,100.81,23.56,0.201,0.914,0.004,HIGH,,False
V00288,2026-01-05 13:13:11.324392,S02,Body Construction,73.21,1.58,43.84,93.08,23.13,0.196,0.922,-0.003,HIGH,,False
V00288,2026-01-05 13:14:24.535027,S03,Body Construction,80.95,1.66,46.7,101.83,22.5,0.534,0.953,-0.037,HIGH,,False
V00288,2026-01-05 13:15:45.482845,S04,Body Construction,90.3,1.25,43.58,105.59,22.81,,0.926,-0.088,PARTIAL,,False
V00288,2026-01-05 13:17:15.782103,S05,Body Construction,67.43,1.04,52.48,96.82,23.98,0.533,0.93,-0.026,HIGH,,False
V00288,2026-01-05 13:18:23.209075,S06,Body Construction,74.65,2.1,48.54,104.7,24.6,0.559,0.918,0.007,HIGH,,False
V00288,2026-01-05 13:19:37.856967,S07,Body Construction,78.01,1.94,46.57,98.22,,0.587,0.933,-0.045,PARTIAL,,False
V00288,2026-01-05 13:20:55.870410,S08,Body Construction,96.24,6.91,32.38,95.67,,,1.0,-0.02,PARTIAL,,False
V00288,2026-01-05 13:22:32.114266,S09,Body Construction,82.93,2.62,42.31,97.43,23.17,0.425,0.99,0.011,HIGH,,False
V00288,2026-01-05 13:23:55.042417,S10,Body Construction,67.41,3.21,51.29,97.12,24.01,0.423,0.91,-0.015,HIGH,PASS,False
V00288,2026-01-05 13:25:02.448124,S11,Paint,105.34,2.55,37.97,103.39,59.63,0.587,0.881,0.009,HIGH,,False
V00288,2026-01-05 13:26:47.787031,S12,Paint,91.95,3.03,38.77,,58.99,,0.971,-0.081,PARTIAL,,False
V00288,2026-01-05 13:28:19.737093,S13,Paint,99.27,2.07,35.61,97.68,,,0.909,0.037,PARTIAL,,False
V00288,2026-01-05 13:29:59.008456,S14,Paint,95.05,3.06,33.67,,,,0.853,-0.112,MANUAL,,False
V00288,2026-01-05 13:31:34.059383,S15,Paint,87.87,3.51,44.73,105.01,58.85,0.499,0.875,0.033,HIGH,,False
V00288,2026-01-05 13:33:01.925062,S16,Paint,87.45,3.39,37.66,,,0.535,0.992,-0.044,PARTIAL,,False
V00288,2026-01-05 13:34:29.375213,S17,Paint,84.21,4.32,38.55,103.52,59.59,0.382,0.875,-0.0,HIGH,,False
V00288,2026-01-05 13:35:53.585843,S18,Paint,102.08,2.77,36.99,96.37,61.89,,0.899,0.099,PARTIAL,,False
V00288,2026-01-05 13:37:35.662296,S19,Paint,99.29,2.86,35.37,,,,0.969,-0.101,MANUAL,,False
V00288,2026-01-05 13:39:14.952273,S20,Paint,86.38,2.58,43.53,107.57,60.07,0.495,0.925,-0.033,HIGH,PASS,False
V00288,2026-01-05 13:40:41.336863,S21,Final Assembly,59.27,2.17,55.48,,,,0.887,-0.17,MANUAL,,False
V00288,2026-01-05 13:41:40.605601,S22,Final Assembly,68.91,1.86,48.47,100.69,24.52,,0.95,0.006,HIGH,PASS,False
V00288,2026-01-05 13:42:49.517779,S23,Final Assembly,66.81,1.87,49.96,,,,0.934,-0.014,MANUAL,,False
V00288,2026-01-05 13:43:56.327378,S24,Final Assembly,75.34,1.38,46.07,,24.56,,0.949,-0.038,PARTIAL,,False
V00288,2026-01-05 13:45:11.666280,S25,Final Assembly,60.37,3.18,53.52,,,,0.903,-0.029,MANUAL,,False
V00288,2026-01-05 13:46:12.033378,S26,Final Assembly,66.93,2.1,52.63,,,,0.893,-0.076,MANUAL,,False
V00288,2026-01-05 13:47:18.966039,S27,Final Assembly,69.89,3.39,49.1,99.63,,0.46,0.899,-0.043,PARTIAL,,False
V00288,2026-01-05 13:48:28.856070,S28,Final Assembly,81.58,2.44,50.2,,,,0.886,-0.104,MANUAL,,False
V00288,2026-01-05 13:49:50.440067,S29,Final Assembly,75.75,2.2,46.5,,,,0.905,-0.17,MANUAL,,False
V00288,2026-01-05 13:51:06.187511,S30,Final Assembly,74.05,2.41,54.69,108.47,24.32,0.75,0.928,0.029,HIGH,PASS,False
V00289,2026-01-05 13:13:30.000000,S01,Body Construction,69.36,2.22,51.23,100.69,24.43,0.471,0.958,-0.024,HIGH,,False
V00289,2026-01-05 13:14:39.360406,S02,Body Construction,80.64,1.81,48.39,100.84,19.94,0.443,0.89,0.017,HIGH,,False
V00289,2026-01-05 13:15:59.997625,S03,Body Construction,77.9,0.66,46.34,99.35,24.55,0.525,1.0,0.027,HIGH,,False
V00289,2026-01-05 13:17:17.900825,S04,Body Construction,82.35,2.26,43.62,100.75,25.94,,0.952,-0.054,PARTIAL,,False
V00289,2026-01-05 13:18:40.246290,S05,Body Construction,72.72,1.26,51.75,104.64,21.53,0.661,0.979,0.016,HIGH,,False
V00289,2026-01-05 13:19:52.966443,S06,Body Construction,71.66,2.86,52.11,102.86,25.19,0.625,0.962,0.001,HIGH,,False
V00289,2026-01-05 13:21:04.626651,S07,Body Construction,70.64,1.62,48.35,94.68,,0.39,0.941,0.052,PARTIAL,,False
V00289,2026-01-05 13:22:15.270609,S08,Body Construction,100.83,6.24,32.04,99.72,,,0.932,0.096,PARTIAL,,False
V00289,2026-01-05 13:23:56.104180,S09,Body Construction,77.68,3.72,41.17,108.32,21.86,0.464,0.88,0.064,HIGH,,False
V00289,2026-01-05 13:25:13.786235,S10,Body Construction,67.06,3.55,51.01,92.76,25.2,0.467,0.931,0.005,HIGH,PASS,False
V00289,2026-01-05 13:26:20.850560,S11,Paint,88.63,4.19,37.62,101.91,58.64,0.535,0.929,0.041,HIGH,,False
V00289,2026-01-05 13:27:49.479865,S12,Paint,89.88,4.03,38.67,,58.85,0.594,0.928,-0.02,PARTIAL,,False
V00289,2026-01-05 13:29:19.364482,S13,Paint,102.79,4.2,36.52,102.97,,,0.792,-0.059,PARTIAL,,False
V00289,2026-01-05 13:31:02.156043,S14,Paint,98.4,3.21,35.64,,,,0.916,0.02,MANUAL,,False
V00289,2026-01-05 13:32:40.553172,S15,Paint,82.66,3.02,41.65,97.67,59.9,0.384,0.913,0.006,HIGH,,False
V00289,2026-01-05 13:34:03.211868,S16,Paint,84.13,2.89,40.0,,,,0.829,-0.038,PARTIAL,,False
